pl_name,radius_earth,mass_earth,semi_major_axis_au,period_days,insol_earth,t_eq_K,star_teff_K,star_radius_solar,star_mass_solar,source
2MASS J2202-5605,,18233.907099999997,,,,,,,,ExoplanetEU
2MASS J2202-5605 b,,17671.347999999998,4.8,12410.0,,,,,,ExoplanetEU
2MASS J2206+3301,14.5717,2542.64,,,,1076.0,,,,ExoplanetEU
2MASS J2206-2047 b,14.5717,9534.9,4.48,8686.0,,,2350.0,0.11,0.13,ExoplanetEU
2MASS J2206-4217,13.67498,10170.56,,,,1684.0,,,,ExoplanetEU
2MASS J2208+2921,15.804689999999999,3178.2999999999997,,,,1804.0,,,,ExoplanetEU
2MASS J2224-0158,11.09691,19250.9631,,,,1646.0,,,,ExoplanetEU
2MASS J2228-4310,10.53646,19250.9631,,,,900.0,,,,ExoplanetEU
2MASS J2236+4751 b,,3972.875,230.0,,,,,,0.6,ExoplanetEU
2MASS J22362452+4751425 b,12.3299,3972.875,230.0,,,,4045.0,0.641152,0.6,NASA
2MASS J2244+2043,14.45961,3785.3552999999997,,,,1209.0,,,,ExoplanetEU
2MASS J2250+2325 b,,9534.9,518.0,,,,3352.0,0.437,0.433,ExoplanetEU
2MASS J22501512+2325342 b,11.88154,9534.9,518.0,,,1600.0,3352.0,0.437589,0.433173,NASA
2MASS J2322-3133,15.580509999999999,7605.671899999999,,,,1665.0,,,,ExoplanetEU
2MASS J2322-6151,,11282.965,,,,,,,,ExoplanetEU
2MASS J2322-6151 b,16.813499999999998,4322.487999999999,714.0,,,1740.0,,,,ExoplanetEU
2MASS J2333-1240 b,,6356.599999999999,117.0,814315.0,,,3200.0,0.358,0.343,ExoplanetEU
2MASS J2343-3646,13.67498,10806.22,,,,1755.0,,,,ExoplanetEU
2MASS J2352-1100,19.526078,3941.092,,,,2771.0,,,,ExoplanetEU
2MASS J2359-0151,,8555.9836,,,,,,,,ExoplanetEU
2S 0918-549 b,3.47479,8263.58,0.00116,0.012083333,,,,,1.4,ExoplanetEU
3 Cnc b,,,2.52,853.64,,,4319.0,39.38,2.94,ExoplanetEU
38 Vir b,,,1.82,825.9,,,6557.0,1.45,1.18,ExoplanetEU
4 UMa b,12.55408,2511.49266,0.877,270.27,,,4415.0,18.11,1.234,NASA
41 Com Ab,,,1.6,610.2,,,4181.0,25.11,1.49,ExoplanetEU
44 Uma b,,,2.16,785.74,,,4215.0,45.12,2.19,ExoplanetEU
47 UMa b,13.226619999999999,804.1098999999999,2.1,1078.0,,,5872.0,1.21334,1.06,NASA
47 UMa c,14.23543,171.6282,3.6,2391.0,,,5872.0,1.21334,1.06,NASA
47 UMa d,13.4508,521.2411999999999,11.6,14002.0,,,5872.0,1.21334,1.06,NASA
4FGL J1408.6-2917 b,,8985.0541,0.006017,0.14261385,,,,,1.4,ExoplanetEU
4U 0513-40 b,,14524.831,0.001147,0.011806,,,,,1.4,ExoplanetEU
4U 0614+09 b,,4449.62,0.00238,0.035625,,,,,1.4,ExoplanetEU
4U 1543-62 b,3.3627,13031.029999999999,0.001187,0.0125,,,,,1.4,ExoplanetEU
4U 1626-67 b,8.720602,13310.7204,0.002037,0.027777,,,,2e-05,1.4,ExoplanetEU
4U 1850-086 b,,11441.88,0.0013,0.014292,,,,,1.4,ExoplanetEU
4U 1905+000 b,,15891.5,0.001828,0.055417,,,,,1.4,ExoplanetEU
51 Eri Ab,12.44199,1303.1029999999998,11.1,10260.0,,700.0,,,1.75,ExoplanetEU
51 Peg b,14.23543,146.2018,0.0527,4.230785,,,5758.0,1.17561,1.03,NASA
51 Peg c,,22248.1,44.0,,,,5758.0,1.176,1.03,ExoplanetEU
54 Psc b,,73.1009,0.295,62.25,,,5173.0,0.947,0.79,ExoplanetEU
54 Psc c,8.9672,16844.989999999998,476.0,,,,5173.0,0.947,0.79,ExoplanetEU
55 Cnc Ab,,266.9772,0.11339,14.65314,,,5250.0,0.963,0.9,ExoplanetEU
55 Cnc Ac,,,0.23735,44.373,,,5250.0,0.963,0.9,ExoplanetEU
55 Cnc Ad,,,5.446,5574.2,,,5250.0,0.963,0.9,ExoplanetEU
55 Cnc Ae,1.9470032999999998,8.590944899999998,0.015439,0.7365478,,,5250.0,0.963,0.9,ExoplanetEU
55 Cnc Af,,,0.7733,260.91,,,5250.0,0.963,0.9,ExoplanetEU
55 Cnc B b,1.692559,3.5000170609,0.044,6.7994,,,3286.0,0.274,0.26,NASA
55 Cnc B c,2.163337,5.3000250177999995,0.13,33.747,,,3286.0,0.274,0.26,NASA
55 Cnc Bb,,,0.044,6.7994,,,3286.0,0.274,0.26,ExoplanetEU
55 Cnc Bc,,,0.13,33.747,,,3286.0,0.274,0.26,ExoplanetEU
55 Cnc b,13.89916,263.989598,0.118,14.651552,,700.0,5198.0,0.98,1.015,NASA
55 Cnc c,8.518839999999999,54.476062,0.247,44.3936,,,5198.0,0.98,1.015,NASA
55 Cnc d,13.002439999999998,1232.54474,5.6,4799.0,,,5198.0,0.98,1.015,NASA
55 Cnc e,1.8750000466999999,7.990001470899999,0.01544,0.7365474,2657.8322,1958.0,5172.0,0.943,0.905,NASA
55 Cnc f,7.588493000000001,44.814029999999995,0.802,260.58,,,5198.0,0.98,1.015,NASA
59 Dra b,,7945.75,0.22,28.44,,,7137.0,1.50485,1.59,ExoplanetEU
6 Lyn b,13.4508,597.83823,2.028,919.86,,,4941.0,4.94,1.32,NASA
61 Vir b,2.1072919999999997,5.08528,0.050201,4.215,,,5577.0,0.963,0.942,NASA
61 Vir c,4.461182,18.11631,0.2175,38.021,,,5577.0,0.963,0.942,NASA
61 Vir d,5.111304,22.88376,0.476,123.01,,,5577.0,0.963,0.942,NASA
7 CMa b,13.4508,587.9855,1.758,735.1,,,4826.0,4.87,1.34,NASA
7 CMa c,13.89916,276.5121,2.153,996.0,,,4826.0,4.87,1.34,NASA
70 Vir Ab,,,0.48,116.67,,,5432.0,1.968,0.92,ExoplanetEU
70 Vir b,12.66617,2380.5467,0.481,116.688,,,5495.0,1.89,1.09,NASA
72 Peg Bb,,11124.05,3.46,1539.0,,,4379.0,37.6,2.0,ExoplanetEU
75 Cet Ab,,,1.912,696.6,,,4846.0,10.5,2.49,ExoplanetEU
75 Cet Ac,,,3.929,2052.0,,,4846.0,10.5,2.49,ExoplanetEU
75 Cet b,13.226619999999999,787.90057,1.912,696.62,,,4809.0,10.38,1.92,NASA
75 Cet c,13.89916,289.86096,3.929,2051.62,,,4809.0,10.38,1.92,NASA
78 Psc b,,9852.73,18.6,,,,,,1.397,ExoplanetEU
79 Cet Ab,,,0.35,75.82,,,5533.0,1.0,1.01,ExoplanetEU
8 UMi b,13.4508,524.4195,0.462,93.31,,,4847.0,10.73,1.51,NASA
8 Umi b,,,0.462,93.31,,,4847.4,9.9,1.8,ExoplanetEU
81 Cet b,13.114529999999998,1051.0638099999999,2.104,1005.57,,,4734.0,11.21,1.23,NASA
82 Eri b,,,0.1257,18.313,,,5490.0,0.9,0.813,ExoplanetEU
82 Eri c,,,0.3625,89.68,,,5490.0,0.9,0.813,ExoplanetEU
82 Eri d,,,1.354,648.2,,,5490.0,0.9,0.813,ExoplanetEU
82 Eri e,,,0.509,147.02,,,5490.0,0.9,0.813,ExoplanetEU
91 Aqr b,13.114529999999998,1017.056,0.7,181.4,,,4665.0,11.0,1.4,NASA
94 Cet Ab,,,1.305,466.2,,,5984.0,1.93,1.34,ExoplanetEU
A2744-BD-1,17.14977,1493.801,,,,,,,,ExoplanetEU
A2744-BD-2,13.002439999999998,4989.931,,,,,,,,ExoplanetEU
A2744-BD-3,10.20019,9693.814999999999,,,,,,,,ExoplanetEU
AB Aur b,12.55408,2860.47,93.9,,,,9770.0,2.95887,2.4,NASA
AB Dor Cb,,4131.79,0.58,,,,,,0.072,ExoplanetEU
AB Pic b,12.3299,4290.705,260.0,,,,5285.0,0.999394,0.9,NASA
AB Pic c,,1827.5224999999998,3.571,,,,5285.0,,,ExoplanetEU
ADS 11163 Ab,,15891.5,0.057,4.63629,,,5914.22,1.208,1.11,ExoplanetEU
AF Lep b,13.002439999999998,1147.3663,8.996,8905.0,,1400.0,6140.0,1.25,1.218,NASA
AL Com b,11.65736,14938.009999999998,0.00249,0.056668,,,16300.0,0.01,0.6,ExoplanetEU
AS 205 Ab,,,0.162,24.84,,,4300.0,3.7,0.9,ExoplanetEU
AS 209 b,,413.179,200.0,,,,4265.0,2.18,1.2,ExoplanetEU
ASASSN -15hn b,,14747.311999999998,,0.06183,,,,,,ExoplanetEU
ASASSN-15po b,,17385.301,,0.051809,,,,,0.7,ExoplanetEU
ASASSN-16dt b,,11441.88,,0.06461,,,,,,ExoplanetEU
ASASSN-16kr b,11.76945,13348.859999999999,0.003,0.061285932,,,10000.0,0.0083,0.952,ExoplanetEU
ASASSN-17jf b,12.55408,19069.8,0.0026,0.0567904,,,10500.0,0.012,0.669,ExoplanetEU
ASR 28,,1112.405,,,,2900.0,,,,ExoplanetEU
AT2021uey b,,425.8922,4.01,4170.0,,,3680.0,,0.49,ExoplanetEU
AT2021ueyL b,13.67498,425.8922,4.01,4168.69,,,3680.0,,0.49,NASA
AU Mic b,4.790008215189999,8.990044031,0.07,8.463446,21.2,554.8,3540.0,0.862,0.635,NASA
AU Mic c,2.79000484004,14.4600731375,0.119,18.859023,7.3,424.7,3540.0,0.862,0.635,NASA
AU Mic d,,1.01292421,,12.73812,,,3700.0,0.75,0.5,ExoplanetEU
Aldebaran b,,,,772.83,,,4055.0,45.1,1.13,ExoplanetEU
BD+03 2562 b,12.66617,2034.112,1.3,481.9,,,4095.0,32.35,1.14,NASA
BD+05 4868 Ab,0.31295528,0.019069799999999998,0.0208,1.271869,,1820.0,4540.0,0.69,0.7,ExoplanetEU
BD+14 4559 b,13.78707,330.5432,0.78,268.94,,,4864.0,0.86,0.49,NASA
BD+15 2375 b,13.78707,337.21763,0.576,153.22,,,4649.0,8.95,1.08,NASA
BD+15 2940 b,13.78707,352.79130000000004,0.539,137.48,,,4796.0,14.7,1.1,NASA
BD+20 2457 b,12.10572,6807.9186,1.45,379.63,,,4137.0,49.0,2.8,NASA
BD+20 2457 c,12.3299,3963.3401,2.01,621.99,,,4137.0,49.0,2.8,NASA
BD+20 274 b,13.002439999999998,1334.886,1.3,578.2,,,4296.0,17.3,0.8,NASA
BD+20 594 b,2.57807,22.2481,0.241,41.6855,,546.0,5766.0,1.08,1.67,NASA
BD+24 4329 b,,9534.9,38000.0,,,,4483.0,0.72,0.7,ExoplanetEU
BD+26 1888 b,,,1.19,536.78,,,4748.0,,0.76,ExoplanetEU
BD+37 3172 b,12.44199,3368.9979999999996,4.65,1887.76,,,4500.0,50.24,3.75,NASA
BD+42 2315 b,14.123339999999999,174.8065,0.54,123.05,,,4500.0,17.85,1.38,NASA
BD+45 564 b,13.56289,432.2488,0.83,307.88,,,5004.0,0.813064,0.81,NASA
BD+48 738 b,13.89916,289.2253,1.0,392.6,,,4414.0,11.0,0.74,NASA
BD+48 740 b,13.4508,540.3109999999999,1.7,733.0,,,4534.0,10.33,1.09,NASA
BD+49 2561 (AB)b,,19069.8,3000.0,,,,4967.0,0.762,0.82,ExoplanetEU
BD+49 828 b,13.56289,508.528,4.2,2590.0,,,4943.0,7.6,1.52,NASA
BD+55 362 b,14.01125,228.83759999999998,0.78,265.59,,,5012.0,0.896193,0.909,NASA
BD+60 1417 b,14.68379,4767.45,1662.0,,,1303.0,4993.0,0.797,1.0,NASA
BD+63 1405 Ab,,,2.06,1198.48,,,5073.0,0.8047,0.85,ExoplanetEU
BD+63 1405 b,12.44199,3305.432,2.06,1198.48,,,5000.0,0.804724,0.816,NASA
BD+63 974 b,,,3.75,2146.6,,,6060.0,3.15,1.53,ExoplanetEU
BD-00 4475 Ab,,16187.0819,1.48,723.71,,,5142.0,0.842,0.87,ExoplanetEU
BD-06 1339 c,8.373123,54.0311,0.435,125.94,,,4324.0,0.686355,0.7,NASA
BD-06 1339 d,,,1.06,487.0,,,4324.0,,0.7,ExoplanetEU
BD-06 1339 e,,,0.03,2.3946,,,4324.0,,0.7,ExoplanetEU
BD-08 2823 b,,,0.056,5.6,,,4746.0,,0.74,ExoplanetEU
BD-08 2823 c,12.44199,104.8839,0.68,237.6,,,4746.0,0.71,0.74,NASA
BD-10 3166 b,14.123339999999999,187.51969999999997,0.04,3.48777,,,5393.0,0.91,1.47,NASA
BD-11 4672 b,14.01125,206.5895,2.36,1634.0,,,4550.0,0.639,0.651,NASA
BD-11 4672 c,4.03524,15.3700013577,0.3,74.2,,,4550.0,0.639,0.651,NASA
BD-13 2130 b,12.44199,3108.3774,1.66,714.29999,,,4545.0,19.17,2.12,NASA
BD-14 3065 Ab,21.63337,3931.5570999999995,0.0656,4.2889731,,2000.0,6935.0,2.35,1.41,ExoplanetEU
BD-14 3065 b,21.588534,3931.5570999999995,0.0656,4.2889731,646.761,2001.0,6935.0,2.35,1.41,NASA
BD-17 63 b,12.890349999999998,1640.0028,1.34,655.57,,,4714.0,0.74,0.741,NASA
BD-21 397 c,,1420.7000999999998,5.96,6369.25,,,4051.0,0.747,0.679,ExoplanetEU
BD-210397 b,14.01125,222.48099999999997,2.63,1891.0,0.02,,4051.0,0.747,0.679,NASA
BD-210397 c,12.890349999999998,1525.5839999999998,5.9,6240.0,0.0039,,4051.0,0.747,0.69,NASA
BD-Ser 1,,15891.5,,,,2800.0,,,,ExoplanetEU
BEBOP-3 (AB)b,,,1.444,347.0,,,6033.0,1.414,1.4361,ExoplanetEU
BEBOP-3 b,14.123339999999999,177.34914,1.444,547.0,,,6033.0,1.414,1.083,NASA
BEBOP-4 (AB)b,,,3.634,1823.5,,,5701.0,2.75,1.966,ExoplanetEU
BF Ari,10.872729999999999,14972.9713,,,,1196.0,,,,ExoplanetEU
BPS CS 22963-0014 b,,15891.5,4200.0,,,,4085.62,0.6884,0.64,ExoplanetEU
BR B1222-1221,10.20019,24876.554099999998,,,,2541.0,,,,ExoplanetEU
BRB 17,9.538858999999999,11124.05,,,,2350.0,,,,ExoplanetEU
BRB 21,10.155353999999999,8899.24,,,,1950.0,,,,ExoplanetEU
BRB 23,10.603713999999998,8581.41,,,,1875.0,,,,ExoplanetEU
BRB 27,11.09691,2479.0739999999996,,,,1656.0,,,,ExoplanetEU
BRB 29,10.301071,7945.75,,,,1735.0,,,,ExoplanetEU
BRB 4,23.000868,14938.009999999998,,,,2891.0,,,,ExoplanetEU
BW Scl b,11.209,16209.33,0.0027,0.0543239136,,1600.0,,,0.85,ExoplanetEU
Barnard b,0.7196177999999999,0.29900175079999997,0.0229,3.1542,6.76,438.0,3195.0,0.185,0.162,NASA
Barnard c,0.7431567,0.3350023549,0.0274,4.1244,,400.0,3195.0,0.185,0.162,NASA
Barnard d,0.694958,0.26300114669999997,0.0188,2.3402,,483.0,3195.0,0.185,0.162,NASA
Barnard e,0.6366712,0.1930022675,0.0381,6.7392,,340.0,3195.0,0.185,0.162,NASA
Barnard's star b,,,0.02294,3.1542,,438.0,3195.0,0.185,0.162,ExoplanetEU
Barnard's star c,,,0.0274,4.1244,,400.0,3195.0,0.185,0.162,ExoplanetEU
Barnard's star d,,,0.0188,2.3402,,483.0,3195.0,0.185,0.162,ExoplanetEU
Barnard's star e,,,0.0381,6.7392,,340.0,3195.0,0.185,0.162,ExoplanetEU
CAHA Tau 1,23.650989999999997,3178.2999999999997,,,,2080.0,,,,ExoplanetEU
CAHA Tau 2,,3655.0449999999996,,,,2440.0,,,,ExoplanetEU
CAHA Tau 3,,4767.45,,,,2620.0,,,,ExoplanetEU
CD Cet b,1.815858,3.9500198446999994,0.0185,2.2907,8.6,464.0,3130.0,0.175,0.161,NASA
CD-24 407 b,,15891.5,6900.0,,,,5171.0,0.858,0.88,ExoplanetEU
CD-25 11378 b,,7882.184,1855.0,,,,5045.85,1.978,1.135,ExoplanetEU
CD-26 134 b,,19069.8,2600.0,,,,4876.0,0.795,0.8,ExoplanetEU
CD-35 2722 b,17.37395,9375.984999999999,67.0,,,1800.0,3689.0,0.558549,0.4,NASA
CD-41 1115 b,,21612.44,1.095,406.5,,,5589.0,0.942,0.99,ExoplanetEU
CD-42 11721 b,,19069.8,835.0,,,,26000.0,14.31,23.47,ExoplanetEU
CFBDS J0133+02312,,9534.9,,,,596.0,,,,ExoplanetEU
CFBDS J0226-0728,,4767.45,,,,900.0,,,,ExoplanetEU
CFBDS J0301-1614,,2860.47,,,,900.0,,,,ExoplanetEU
CFBDS J0959+0236,,9534.9,,,,1050.0,,,,ExoplanetEU
CFBDS J1042+5808,,4767.45,,,,900.0,,,,ExoplanetEU
CFBDS J1504+1027,10.53646,13974.985099999998,,,,992.0,,,,ExoplanetEU
CFBDS J2139+0220,12.778259999999998,5148.846,,,,1040.0,,,,ExoplanetEU
CFBDS J2139+0220 b,,11441.88,0.66,,,,,,,ExoplanetEU
CFBDS0059,,7151.174999999999,,,,,,,,ExoplanetEU
CFBDSIR J145829+101343 A,,7945.75,,,,,,,,ExoplanetEU
CFBDSIR J145829+101343 b,12.44199,3337.2149999999997,2.6,10037.5,,370.0,580.5,,0.021,NASA
CFBDSIR J2149-0403,,2383.725,,,,,,,,ExoplanetEU
CFHT-BD-Tau 1,81.8257,17480.649999999998,,,,3022.0,,,,ExoplanetEU
CFHT-BD-Tau 17 b,,19069.8,80.5,,,,,,0.07,ExoplanetEU
CFHT-BD-Tau 18,210.7292,18434.14,,,,3091.0,,,,ExoplanetEU
CFHT-BD-Tau 18 b,,19069.8,30.2,,,,,,,ExoplanetEU
CFHT-BD-Tau 2,71.7376,14938.009999999998,,,,3075.0,,,,ExoplanetEU
CFHT-BD-Tau 3,58.2868,9534.9,,,,2900.0,,,,ExoplanetEU
CFHT-BD-Tau 4,47.0778,20976.78,5200.0,,,3028.0,,,0.17,ExoplanetEU
CFHT-BD-Tau 6,61.87367999999999,11124.05,,,,2837.0,,,,ExoplanetEU
CFHT-BD-Tau 7 b,,19069.8,31.4,,,,2823.0,0.626,0.07,ExoplanetEU
CFHT-Hy-20,,10488.39,,,,,,,,ExoplanetEU
CFHT-Hy-21,,10806.22,,,,,,,,ExoplanetEU
CFHT-PL-11,15.860735,7627.92,,,,2886.0,,,,ExoplanetEU
CFHT-PL-15,13.170575,5848.071999999999,,,,2861.0,,,,ExoplanetEU
CFHT-PL-25,13.78707,1843.4139999999998,,,,2707.0,,,,ExoplanetEU
CFHT-PL-5,22.025685,15891.5,,,,3005.0,,,,ExoplanetEU
CFHT-PL-6,13.663771,6420.165999999999,,,,2883.0,,,,ExoplanetEU
CFHT-Pl-12,,17162.82,,,,,,,,ExoplanetEU
CFHT-Pl-12 b,,12013.973999999998,7.75,27740.0,,,,,,ExoplanetEU
CFHTWIR-Oph 16,50.4405,9534.9,,,,2710.0,,,,ExoplanetEU
CFHTWIR-Oph 58,22.418,12713.199999999999,,,,2710.0,,,,ExoplanetEU
CFHTWIR-Oph 66,23.5389,15891.5,,,,2750.0,,,,ExoplanetEU
CFHTWIR-Oph 77,22.418,6356.599999999999,,,,2260.0,,,,ExoplanetEU
CFHTWIR-Oph 90,34.7479,3178.2999999999997,,,,2250.0,,,,ExoplanetEU
CFHTWIR-Oph 98,26.677419999999998,4894.581999999999,,,,2320.0,,,,ExoplanetEU
CFHTWIR-Oph 98 b,20.84874,2479.0739999999996,200.0,8040000.0,,1800.0,2320.0,0.245,0.0147,NASA
CHSM 17173,53.8032,9534.9,,,,2710.0,,,,ExoplanetEU
CHXR 73 b,12.3299,3994.8052700000003,210.0,,,,3099.0,,0.35,NASA
CI Tau c,13.002439999999998,1144.1879999999999,0.17,25.2,,,3807.0,1.880857,0.9,NASA
COCONUTS-2 b,12.44199,2542.64,7506.0,402000000.0,,434.0,3406.0,0.388,0.37,NASA
COCONUTS-3 b,11.54527,12395.369999999999,1891.0,,,,2966.0,,,ExoplanetEU
COUP 1078,,12744.983,,,,2720.0,,,,ExoplanetEU
COUP 1092,,3464.3469999999998,,,,2265.0,,,,ExoplanetEU
COUP 1126,,11727.927,,,,2675.0,,,,ExoplanetEU
COUP 156,,2256.593,,,,2081.0,,,,ExoplanetEU
COUP 225,,4100.007,,,,2308.0,,,,ExoplanetEU
COUP 280,,12999.247,,,,2732.0,,,,ExoplanetEU
COUP 710 b,,3483.4168,650.0,,,,2860.0,0.78,0.2,ExoplanetEU
CP Eri b,6.05286,11124.05,0.001246,0.01968,,,17000.0,0.0146,0.75,ExoplanetEU
CR Boo b,5.739008,21294.61,0.00123,0.017025462,,,20000.0,0.012,0.8,ExoplanetEU
CRTS J012059.6+325545 b,,15096.925,,0.057145,,,10000.0,0.012,0.586,ExoplanetEU
CRTS J041350.0+094515 b,,17417.084,,0.054,,,,,,ExoplanetEU
CRTS J1122-1110 b,,4449.62,0.00235,0.0453,,,10400.0,0.01,0.83,ExoplanetEU
CT Cha b,24.6598,5403.11,440.0,,,2600.0,4403.0,1.679694,,NASA
CT Tri b,,14938.009999999998,,0.0537,,,12000.0,,,ExoplanetEU
CW 0224+1526 A,,15891.5,,,,,,,,ExoplanetEU
CW 0224+1526 B,,15891.5,,,,,,,,ExoplanetEU
CWISE J0137+3423 b,,19069.8,18000.0,,,,3544.0,0.42,0.43,ExoplanetEU
CWISE J0146-0508 b,,20976.78,129.0,,,,1720.0,,0.072,ExoplanetEU
CWISE J0412+0850,,9852.73,,,,,,,,ExoplanetEU
CWISE J0422+2139,,16527.16,,,,,,,,ExoplanetEU
CWISE J0423+1304,,8899.24,,,,,,,,ExoplanetEU
CWISE J0435+2138,,14620.179999999998,,,,,,,,ExoplanetEU
CWISE J0441+1436,,10170.56,,,,,,,,ExoplanetEU
CWISE J0443+1257,,12395.369999999999,,,,,,,,ExoplanetEU
CWISE J0458+1004,,10170.56,,,,,,,,ExoplanetEU
CWISE J0506+0738,14.79588,2224.81,,,,1140.0,,,,ExoplanetEU
CWISE J0512+1658,,12395.369999999999,,,,,,,,ExoplanetEU
CWISE J0535-7738,,1462.0179999999998,,,,,,,,ExoplanetEU
CWISE J0541-7450 b,,5085.28,6576.0,,,,3330.0,0.35,0.33,ExoplanetEU
CWISE J0619+3446 b,,19069.8,420.0,,,,3217.0,0.24,0.26,ExoplanetEU
CWISE J062911.12+395632.8 b,,15891.5,2200.0,,,,,,0.34,ExoplanetEU
CWISE J0940+5233,,889.9239999999999,,,,,,,,ExoplanetEU
CWISE J1015-1115 (AB)b,,19069.8,5800.0,,,,,,0.32,ExoplanetEU
CWISE J105512.11+544328.3,,1589.1499999999999,,,,500.0,,,,ExoplanetEU
CWISE J1257+7153,,1493.801,,,,,,,,ExoplanetEU
CWISE J1332-3749 b,,19069.8,5500.0,,,,2894.0,0.147,0.12,ExoplanetEU
CWISE J1439+2559 b,,9534.9,680.0,,,,3042.0,0.196,0.15,ExoplanetEU
CWISE J1440+3804 b,,19069.8,1200.0,,,,2984.0,0.1778,0.12,ExoplanetEU
CWISE J1519-4858,,19069.8,,,,,,,,ExoplanetEU
CWISE J1519-4858 b,,19069.8,,,,,,,,ExoplanetEU
CWISE J1606-1032 b,,19069.8,640.0,,,,,,0.1,ExoplanetEU
CWISE J1651+6953 b,,15891.5,700.0,,,,,,0.08,ExoplanetEU
CWISE J190907.63+553037.3,,19069.8,,,,,,,,ExoplanetEU
CWISE J190907.63+553037.3 b,,19069.8,,,,,,,,ExoplanetEU
CWISE J2011-4812,,1271.32,,,,,,,,ExoplanetEU
CWISE J2132+6901,,1144.1879999999999,,,,,,,,ExoplanetEU
CWISE J2356-4814,,985.273,,,,,,,,ExoplanetEU
CWISEP J0536-3055,,635.66,,,,,,,,ExoplanetEU
CWISEP J1446-2317,,1589.1499999999999,,,,335.0,,,,ExoplanetEU
CWISEP J1935-1546,,7945.75,,,,390.0,,,,ExoplanetEU
CWISEP J1935-1546 b,,4767.45,2.48,8030.0,,390.0,,,,ExoplanetEU
Calar 21,14.34752,4926.365,,,,1350.0,,,,ExoplanetEU
Calar 22,13.67498,4767.45,,,,1350.0,,,,ExoplanetEU
Calar 25,12.890349999999998,3655.0449999999996,,,,1150.0,,,,ExoplanetEU
Calar 3,,17480.649999999998,,,,2584.0,,,,ExoplanetEU
Cha Ha 1,,14302.349999999999,,,,,,,,ExoplanetEU
Cha Ha 10,34.7479,14302.349999999999,,,,,,,,ExoplanetEU
Cha Ha 11,,11124.05,,,,,,,,ExoplanetEU
Cha Ha 12,73.53103999999999,17480.649999999998,,,,,,,,ExoplanetEU
Cha Ha 6,80.7048,20658.95,,,,2877.0,,,,ExoplanetEU
Cha Ha 7,41.4733,12713.199999999999,,,,,,,,ExoplanetEU
Cha Ha 8 b,,,1.02,1895.0,,,2967.0,,0.085,ExoplanetEU
Cha J1107-7626,31.385199999999998,2542.64,,,,1900.0,,,,ExoplanetEU
Cha J110913-773444,20.1762,2542.64,,,,1350.0,,,,ExoplanetEU
Cha J1110-7633,42.594199999999994,2383.725,,,,1800.0,,,,ExoplanetEU
Cha J1110-7721,34.7479,2383.725,,,,1700.0,,,,ExoplanetEU
Cha J11110675-7636030,,1430.235,,,,,,,,ExoplanetEU
ChaII-APEX-L,,14938.009999999998,,,,,,,,ExoplanetEU
Chang 134 b,,,,82.0,,,7200.0,,1.38,ExoplanetEU
CoRoT-1 b,16.70141,327.3649,0.02752,1.5089557,2852.63,1898.0,5950.0,1.11,0.95,NASA
CoRoT-10 b,10.872729999999999,874.0324999999999,0.1055,13.2406,16.1089,600.0,5075.0,0.79,0.89,NASA
CoRoT-11 b,16.028869999999998,740.5439,0.0436,2.99433,1890.649,1657.0,6440.0,1.37,1.27,NASA
CoRoT-12 b,16.14096,291.45011,0.04016,2.828042,661.1334,1442.0,5675.0,1.116,1.078,NASA
CoRoT-13 b,9.919965,415.72164,0.051,4.03519,546.5339,1700.0,5945.0,1.01,1.09,NASA
CoRoT-14 b,12.21781,2415.508,0.027,1.51214,,1952.0,6035.0,1.21,1.13,NASA
CoRoT-15 b,12.55408,20150.422,0.045,3.06036,,1740.0,6350.0,1.46,1.32,ExoplanetEU
CoRoT-16 b,13.114529999999998,170.03905,0.0618,5.35227,,,5650.0,1.19,1.098,NASA
CoRoT-17 b,11.43318,772.3269,0.0461,3.7681,,1626.0,5740.0,1.59,1.04,NASA
CoRoT-18 b,14.68379,1102.8701,0.0295,1.9000693,823.7009,1550.0,5440.0,1.0,0.95,NASA
CoRoT-19 b,14.45961,352.79130000000004,0.0518,3.89713,1103.809,2000.0,6090.0,1.65,1.21,NASA
CoRoT-2 Ab,16.421185,1052.0173,0.0281,1.7429964,,,5529.0,0.938,0.972,ExoplanetEU
CoRoT-2 b,16.432394,1102.8701,0.02798,1.7429935,932.9076,1521.0,5625.0,0.906,0.96,NASA
CoRoT-20 b,9.41556,1366.6689999999999,0.09,9.24285,180.8704,1024.0,5880.0,1.02,1.14,NASA
CoRoT-20 c,12.21781,5403.11,2.9,1675.0,,,5880.0,1.02,1.14,NASA
CoRoT-21 b,14.5717,718.2957999999999,0.0417,2.72474,,,6200.0,1.95,1.29,NASA
CoRoT-22 b,4.875915,12.077539999999999,0.092,9.75598,,885.0,5939.0,1.136,1.099,NASA
CoRoT-23 b,11.76945,889.9239999999999,0.048,3.6313,,1660.0,5900.0,1.61,1.14,NASA
CoRoT-24 b,3.69897,5.72094,0.056,5.1134,,1070.0,4950.0,0.86,0.91,NASA
CoRoT-24 c,4.93196,27.969039999999996,0.098,11.759,,850.0,4950.0,0.86,0.91,NASA
CoRoT-25 b,12.10572,85.8141,0.0578,4.86069,,1330.0,6040.0,1.19,1.09,NASA
CoRoT-26 b,14.123339999999999,165.2716,0.0526,4.20474,,1600.0,5590.0,1.79,1.09,NASA
CoRoT-27 b,11.287462999999999,3302.2537,0.0476,3.57532,,1500.0,5900.0,1.08,1.05,NASA
